REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,GENDER,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2021,12,1,24,2,03,6,2,1,5,1,,,2,3,13,07,32,,,,400,400,1,400,400,0,,0,0,0,,76,,2473,3,1,3,4,,,,,,,,,,,,,,,,,1,02,,1649
2,2021,12,4,46,6,12,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,52
3,2021,12,2,24,0,08,,2,1,6,1,,,2,3,17,05,24,0,1,2,375,0,1,375,0,,,,,,,240,,2770,1,1,1,1,,,,,,,,,,,,,,,,,1,02,,245
4,2021,12,4,47,0,12,,1,1,0,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,86
5,2021,12,4,35,4,01,1,1,6,1,,1,1,2,3,19,07,32,,,,,,,,,,,,,,,,5,,,,,,,,,0,06,3,,,,,,,,,,,2,18,,998
6,2021,12,1,35,4,10,,1,1,6,1,,,3,3,17,04,14,,,,400,400,1,400,400,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,02,,892
7,2021,12,4,11,0,08,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,,,,,,,,,,,1,08,,59
8,2021,12,4,48,0,09,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,,1,11,,459
9,2021,12,4,13,0,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,142
10,2021,12,4,24,2,11,,1,1,0,,1,2,2,2,20,08,37,,,,,,,,,,,,,,,,169,,,,,,,,,5,07,8,,,,,,,,,,,,01,,1258
11,2021,12,4,47,0,02,4,2,6,5,,1,1,2,3,19,07,34,,,,,,,,,,,,,,,,72,,,,,,,,,3,05,6,,,,,,,,,,,2,01,,267
12,2021,12,1,35,0,11,,1,1,4,1,,,2,2,20,07,34,,,,400,400,1,400,400,0,,0,0,0,,240,,2100,3,1,1,2,,,,,,,,,,,,,,,,,,05,,219
13,2021,12,1,35,0,07,,2,1,5,1,,,2,3,14,03,10,,,,400,400,1,400,400,0,,0,0,0,,132,,3650,3,1,3,4,,,,,,,,,,,,,,,,,1,03,2,248
14,2021,12,1,59,0,07,,2,5,2,2,,,1,3,21,05,25,,,,391,361,1,631,601,30,2,0,0,0,,64,,2864,1,1,1,4,,,,,,,,,,,,,,,,,1,14,3,212
15,2021,12,2,24,0,05,,2,2,5,1,,,1,3,17,04,16,1,1,1,400,0,1,400,0,,,,,,,45,,3300,1,1,3,4,,,,,,,,,,,,,,,,,1,03,2,428
16,2021,12,4,35,0,11,,2,5,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,01,,100
17,2021,12,2,48,0,08,,1,1,4,1,,,2,3,04,05,20,3,1,1,720,0,1,720,0,,,,,,,240,,6200,1,1,4,4,,,,,,,,,,,,,,,,,1,05,,139
18,2021,12,4,35,0,08,,1,1,4,,1,1,2,3,14,01,02,,,,,,,,,,,,,,,,40,,,,,,,,,1,01,6,,,,,,,,,,,1,08,,99
19,2021,12,1,46,0,07,,2,1,4,1,,,2,3,17,05,24,,,,320,320,1,320,320,0,,0,0,0,,148,,3200,3,1,1,1,,,,,,,,,,,,,,,,,1,03,3,74
20,2021,12,1,24,0,05,,1,1,2,1,,,2,3,10,08,35,,,,400,400,1,400,400,0,,0,0,0,,5,,3489,3,1,1,1,,,,,,,,,,,,,,,,,1,02,,190
21,2021,12,1,59,9,06,,2,1,5,1,,,2,3,20,02,08,,,,350,350,1,350,350,0,,0,0,0,,16,,3600,1,1,1,3,,,,,,,,,,,,,,,,,1,02,,680
22,2021,12,1,59,0,04,,1,1,1,1,,,2,3,06,08,36,,,,400,400,1,400,400,0,,0,0,0,,54,,1900,3,1,1,1,,,,,,,,,,,,,,,,,1,06,1,158
23,2021,12,4,47,0,09,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,,,,,,,,,,1,05,,161
24,2021,12,1,48,7,09,,2,1,3,1,,,2,3,08,02,07,,,,450,450,1,450,450,0,,0,0,0,,77,,3300,3,1,1,1,,,,,,,,,,,,,,,,,1,08,,709
25,2021,12,1,35,4,10,,2,1,2,1,,,2,2,07,10,42,,,,400,400,1,400,400,0,,0,0,0,,240,,1860,3,1,1,3,,,,,,,,,,,,,,,,,1,18,,992
26,2021,12,1,24,0,09,,1,1,2,1,,,2,3,11,08,36,,,,500,500,1,500,500,0,,0,0,0,,12,,2600,3,1,1,1,,,,,,,,,,,,,,,,,1,02,,99
27,2021,12,4,47,0,01,1,1,6,0,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,,240
28,2021,12,1,35,0,12,,2,1,5,1,,,5,3,01,01,04,,,,50,80,2,50,80,,,,,,5,240,,,,,,,,,,,,,,,,,,,,,,,,02,,25
29,2021,12,4,59,0,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,,,,,,,,,,,,11,,145
30,2021,12,1,24,0,05,,1,2,4,1,,,2,3,18,06,27,,,,250,50,2,250,50,200,3,0,0,0,3,96,,2800,3,1,1,1,,,,,,,,,,,,,,,,,1,03,1,143
31,2021,12,1,46,6,09,,1,1,2,2,,,1,3,17,04,18,,,,400,320,1,600,620,80,1,0,0,0,,240,,2200,1,1,4,4,,,,,,,,,,,,,,,,,1,18,,234
32,2021,12,4,24,0,01,1,1,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,03,,390
33,2021,12,3,47,0,07,,1,6,2,,1,1,2,3,11,08,36,,,,,,,,,,,,,,,,5,,,,,,1,2,1,4,12,1,2,,1,,1,1,1,1,,,1,08,,194
34,2021,12,1,24,0,04,,2,2,5,1,,,6,3,18,06,27,,,,200,250,2,200,250,,,,,,0,76,,,,,,,,,,,,,,,,,,,,,,,1,02,,253
35,2021,12,3,46,6,01,2,2,6,2,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,,,,2,,1,,1,,,2,,,1,18,,157
36,2021,12,4,24,2,10,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,1,05,,203
37,2021,12,1,47,0,04,,1,6,2,2,,,2,3,20,05,26,,,,200,160,2,230,195,0,,0,0,0,0,2,,1700,3,1,1,1,,,,,,,,,,,,,,,,,1,18,,278
