REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,GENDER,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2020,06,4,35,0,11,,2,5,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,,,,,,,18,,57
2,2020,06,4,13,0,12,,2,6,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,,,,01,,94
3,2020,06,4,11,0,03,5,2,6,2,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,,44
4,2020,06,2,48,8,07,,2,5,4,1,,,1,3,21,02,09,1,16,2,400,0,1,400,0,,,,,,,66,,4300,1,1,4,4,,,,,,,,,,,,,,,,,1,18,,201
5,2020,06,4,46,0,01,2,2,6,1,,1,2,1,3,17,07,34,,,,,,,,,,,,,,,,16,,,,,,,,,4,10,1,2,,,,,,,,,,2,04,,118
6,2020,06,4,10,0,12,,2,1,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,139
7,2020,06,4,35,0,11,,2,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,,,,,,,,,,,,11,,360
8,2020,06,4,46,0,01,2,2,6,1,,1,2,2,3,19,07,34,,,,,,,,,,,,,,,,1,,,,,,,,,3,05,12,,,,,,,,,5,,1,06,,71
9,2020,06,1,35,0,03,5,2,6,5,1,,,2,3,12,07,32,,,,400,360,1,400,360,40,3,0,0,0,,35,,4087,3,1,3,4,,,,,,,,,,,,,,,,,1,04,,520
10,2020,06,4,35,5,12,,1,1,5,,1,1,2,2,07,01,04,,,,,,,,,,,,,,,,221,,,,,,,,,5,07,12,,,,,,,,,,,,11,,535
11,2020,06,1,48,0,06,,1,1,3,1,,,2,2,04,02,07,,,,400,400,1,400,400,0,,0,0,0,,5,,2700,3,1,2,4,,,,,,,,,,,,,,,,,1,06,1,118
12,2020,06,1,35,0,10,,2,1,1,1,,,2,3,15,07,34,,,,400,440,1,400,440,0,,0,0,0,,233,,1550,1,1,2,2,,,,,,,,,,,,,,,,,1,02,,332
13,2020,06,4,48,8,12,,2,1,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,11,,111
14,2020,06,4,24,2,12,,2,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,307
15,2020,06,4,35,0,11,,2,5,3,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,01,,241
16,2020,06,1,35,0,10,,2,1,6,1,,,1,3,16,05,20,,,,400,400,1,400,400,0,,0,0,0,,240,,8654,3,1,4,4,,,,,,,,,,,,,,,,,1,08,,235
17,2020,06,1,35,0,01,1,1,6,1,1,,,2,3,06,08,38,,,,400,375,1,400,375,0,,0,0,0,,13,,1400,3,2,1,1,,,,,,,,,,,,,,,,,2,14,,272
18,2020,06,2,35,0,03,6,2,2,5,1,,,2,3,08,03,10,2,40,2,400,0,1,400,0,,,,,,,63,,2885,3,1,1,4,,,,,,,,,,,,,,,,,1,03,1,511
19,2020,06,4,48,0,12,,2,1,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,11,,636
