REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,GENDER,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2025,02,4,24,2,12,,1,3,2,,1,1,2,3,07,10,41,,,,,,,,,,,,,,,,240,,,,,,,,,5,07,8,,,,,,,,,,,,18,,267
2,2025,02,1,35,4,04,,2,1,6,1,,,2,2,12,02,05,,,,550,550,1,550,550,0,,0,150,150,,97,,4371,3,1,4,4,,,,,,,,,,,,,,,,,1,08,,419
3,2025,02,1,35,4,06,,2,1,4,1,,,2,2,10,07,33,,,,400,400,1,400,400,0,,0,0,0,,212,,6010,3,1,4,4,,,,,,,,,,,,,,,,,1,03,2,344
4,2025,02,4,47,0,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,,,11,,104
5,2025,02,1,24,2,07,,2,2,6,1,,,2,3,06,01,02,,,,400,450,1,400,450,0,,0,50,50,,40,,9030,3,1,2,2,,,,,,,,,,,,,,,,,1,14,3,195
6,2025,02,3,48,8,02,4,2,6,3,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,20,7,1,,,19,2,,1,,1,,,3,,,1,04,,626
7,2025,02,1,47,0,04,,2,6,2,1,,,2,3,01,09,39,,,,350,400,1,350,400,0,,0,0,0,,119,,3100,3,1,2,3,,,,,,,,,,,,,,,,,1,18,,134
8,2025,02,1,59,0,05,,1,1,4,1,,,2,3,15,09,39,,,,400,415,1,400,415,0,,15,0,15,,96,,4100,3,1,1,1,,,,,,,,,,,,,,,,,1,02,,317
9,2025,02,1,35,0,07,,1,1,4,1,,,2,3,10,07,31,,,,400,400,1,400,400,0,,0,0,0,,36,,2308,3,1,3,3,,,,,,,,,,,,,,,,,1,03,1,370
10,2025,02,4,12,0,11,,2,1,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,11,,137
11,2025,02,1,35,0,05,,1,2,4,1,,,2,3,19,07,33,,,,40,85,2,40,85,0,,0,0,0,6,9,,2000,3,4,1,1,,,,,,,,,,,,,,,,,1,03,1,257
12,2025,02,4,10,0,01,1,2,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,09,,156
13,2025,02,1,35,3,04,,1,6,5,2,,,1,3,21,03,11,,,,375,375,1,575,575,0,,0,0,0,,57,,5128,1,1,4,4,,,,,,,,,,,,,,,,,1,18,,525
14,2025,02,4,59,0,04,,2,1,6,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,05,,174
15,2025,02,4,35,0,11,,2,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,203
16,2025,02,4,35,4,12,,2,1,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,11,,399
17,2025,02,4,35,0,10,,2,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,,,,,,,,,,,1,05,,874
18,2025,02,4,13,0,04,,2,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,1,16,1,130
19,2025,02,4,59,0,12,,1,2,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,11,,171
20,2025,02,1,24,0,02,3,1,6,4,1,,,2,3,02,03,13,,,,400,400,1,400,400,0,,0,0,0,,26,,2404,3,1,1,1,,,,,,,,,,,,,,,,,1,04,,87
21,2025,02,1,59,0,05,,2,1,6,1,,,2,1,14,01,02,,,,400,400,1,400,400,0,,0,0,0,,68,,7212,3,1,3,4,,,,,,,,,,,,,,,,,1,02,,341
22,2025,02,1,59,0,04,,2,1,2,2,,,6,3,17,05,24,,,,450,360,1,475,360,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,1,03,2,203
23,2025,02,1,35,3,04,,1,2,6,1,,,1,3,16,05,20,,,,350,350,1,350,350,0,,0,0,0,,6,,4457,1,1,4,4,,,,,,,,,,,,,,,,,1,05,,722
24,2025,02,1,13,0,05,,1,1,4,1,,,2,3,06,08,38,,,,240,240,2,240,240,0,,0,0,0,2,13,,2100,3,1,1,1,,,,,,,,,,,,,,,,,1,03,1,87
