REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,GENDER,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
1,2020,12,1,13,0,01,2,2,6,2,1,,,2,3,17,05,24,,,,300,300,1,300,300,0,,0,0,0,,1,,1400,3,3,1,1,,,,,,,,,,,,,,,,,1,14,,78
2,2020,12,4,10,0,12,,1,3,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,,,,,,,,01,,106
3,2020,12,4,35,0,11,,2,1,4,,1,1,2,2,14,02,08,,,,,,,,,,,,,,,,58,,,,,,,,,4,13,10,,,,,,,,,,,,05,,402
4,2020,12,4,48,7,01,2,1,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,03,,170
5,2020,12,4,24,2,12,,2,5,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,,,,,,,,,,,01,,340
6,2020,12,2,13,0,09,,2,5,2,1,,,2,3,17,05,26,1,2,2,420,0,1,420,0,,,,,,,102,,1675,3,1,2,2,,,,,,,,,,,,,,,,,1,01,,91
7,2020,12,1,35,4,10,,2,1,4,1,,,2,3,09,02,07,,,,375,375,1,375,375,0,,0,0,0,,54,,2350,3,1,1,1,,,,,,,,,,,,,,,,,1,08,,1077
8,2020,12,4,47,0,11,,2,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,05,,172
9,2020,12,1,13,0,07,,2,6,4,1,,,2,3,04,02,09,,,,400,400,1,400,400,0,,0,0,0,,161,,2404,3,1,4,4,,,,,,,,,,,,,,,,,1,01,,37
10,2020,12,1,24,2,07,,2,2,4,1,,,2,3,11,07,31,,,,400,400,1,400,400,0,,0,0,0,,58,,3750,3,1,4,4,,,,,,,,,,,,,,,,,2,02,,1331
11,2020,12,1,24,0,07,,1,6,4,1,,,2,3,07,08,35,,,,400,400,1,400,400,0,,0,0,0,,240,,1923,1,1,3,3,,,,,,,,,,,,,,,,,1,01,,585
12,2020,12,1,47,0,09,,2,5,4,2,,,1,3,16,08,36,,,,250,250,2,650,650,0,,0,0,0,7,64,,2800,1,1,1,3,,,,,,,,,,,,,,,,,1,01,,99
13,2020,12,4,13,0,08,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,1,05,,71
14,2020,12,4,46,6,01,2,1,6,1,,1,2,2,3,18,07,34,,,,,,,,,,,,,,,,3,,,,,,,,,4,09,5,,,,,,,,,,,2,14,,89
15,2020,12,1,13,0,10,,1,1,4,1,,,1,3,17,04,18,,,,375,225,1,375,225,150,1,0,0,0,,176,,2564,1,1,3,4,,,,,,,,,,,,,,,,,1,02,,172
16,2020,12,1,24,0,05,,2,5,4,1,,,2,3,15,07,34,,,,270,260,2,270,260,0,,0,0,0,7,14,,1500,3,1,1,1,,,,,,,,,,,,,,,,,1,11,,154
17,2020,12,1,59,0,10,,1,1,4,1,,,3,3,02,09,39,,,,550,500,1,550,500,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,02,,47
18,2020,12,4,35,0,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,11,,197
19,2020,12,4,24,2,12,,2,1,6,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,11,,1195
20,2020,12,1,24,2,05,,2,2,6,1,,,3,3,17,04,14,,,,280,320,2,280,320,,,,,,2,188,,,,,,,,,,,,,,,,,,,,,,,1,03,2,1231
21,2020,12,1,24,0,06,,1,1,6,1,,,1,3,16,02,08,,,,350,350,1,350,350,0,,0,0,0,,174,,4122,1,1,3,4,,,,,,,,,,,,,,,,,1,03,1,283
22,2020,12,1,48,7,11,,1,1,5,1,,,2,3,04,03,13,,,,400,320,1,400,320,80,3,0,0,0,,239,,7212,3,1,2,4,,,,,,,,,,,,,,,,,,02,,682
23,2020,12,1,10,0,09,,1,6,4,1,,,2,3,15,07,34,,,,200,200,2,200,200,0,,0,0,0,6,123,,2500,3,1,1,3,,,,,,,,,,,,,,,,,1,01,,227
24,2020,12,1,35,3,11,,2,4,5,1,,,1,3,17,02,09,,,,400,440,1,400,440,0,,0,0,0,,6,,1500,3,3,3,3,,,,,,,,,,,,,,,,,,01,,591
25,2020,12,2,24,0,09,,2,1,2,1,,,2,3,16,07,34,3,11,2,400,0,1,400,0,,,,,,,100,,1831,3,1,2,2,,,,,,,,,,,,,,,,,1,02,,43
26,2020,12,1,24,0,01,1,1,6,3,1,,,2,3,10,07,33,,,,150,200,2,150,200,0,,0,0,0,4,22,,1310,3,1,2,4,,,,,,,,,,,,,,,,,2,14,,259
27,2020,12,1,24,0,09,,2,2,3,1,,,2,3,19,07,33,,,,400,400,1,400,400,0,,0,0,0,,110,,1106,3,1,1,1,,,,,,,,,,,,,,,,,1,08,,207
28,2020,12,1,12,0,06,,1,2,5,1,,,2,2,14,03,11,,,,400,400,1,400,400,0,,0,0,0,,153,,6442,3,1,2,4,,,,,,,,,,,,,,,,,1,02,,272
29,2020,12,4,35,0,12,,1,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,,,,,,,,,,,11,,65
30,2020,12,4,48,0,03,5,2,2,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,06,1,235
31,2020,12,1,35,0,03,6,2,6,4,1,,,2,3,16,06,29,,,,50,50,2,50,50,0,,0,0,0,4,124,,1500,3,4,1,1,,,,,,,,,,,,,,,,,2,11,,303
32,2020,12,4,46,6,09,,2,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,1,05,,198
33,2020,12,4,48,8,05,,2,1,5,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,1,06,2,739
34,2020,12,4,35,0,12,,2,3,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,706
35,2020,12,4,24,0,12,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,,,,,,,,,,,,11,,199
36,2020,12,4,24,0,12,,2,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,,,,,,,,,,,,01,,129
37,2020,12,1,10,0,12,,2,4,6,1,,,6,3,17,04,14,,,,270,300,2,270,300,,,,,,5,240,,,,,,,,,,,,,,,,,,,,,,,,18,,225
38,2020,12,4,24,0,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,142
39,2020,12,1,59,0,06,,2,2,4,1,,,2,3,15,07,33,,,,400,400,1,400,400,0,,0,0,0,,201,,4327,3,1,1,4,,,,,,,,,,,,,,,,,1,04,4,303
40,2020,12,1,24,0,06,,1,6,4,1,,,2,3,14,03,13,,,,400,400,1,400,400,0,,0,0,0,,19,,3600,3,1,1,3,,,,,,,,,,,,,,,,,1,14,1,136
41,2020,12,2,13,0,10,,2,2,0,1,,,2,3,19,07,34,1,40,2,240,0,2,240,0,,,,,,3,240,,1125,3,1,1,4,,,,,,,,,,,,,,,,,1,08,,110
42,2020,12,3,24,0,10,,1,5,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,60,7,2,,,32,2,,,,1,,,0,,,1,01,,364
43,2020,12,1,10,0,04,,1,1,4,1,,,1,3,05,03,13,,,,400,400,1,400,400,0,,0,0,0,,61,,4470,3,1,4,4,,,,,,,,,,,,,,,,,1,03,1,199
44,2020,12,1,59,0,05,,1,2,4,1,,,2,3,02,02,09,,,,500,550,1,500,550,0,,0,50,50,,45,,2690,2,1,2,4,,,,,,,,,,,,,,,,,1,03,1,197
45,2020,12,2,35,0,04,,1,1,2,1,,,4,3,06,08,36,2,1,2,700,0,1,700,0,,,,,,,142,,,,,,,,,,,,,,,,,,,,,,,1,06,1,246
46,2020,12,2,12,0,09,,1,3,4,1,,,1,3,21,07,34,1,40,2,400,0,1,400,0,,,,,,,35,,2340,1,1,2,4,,,,,,,,,,,,,,,,,1,14,3,103
47,2020,12,1,35,0,06,,1,1,2,1,,,4,2,10,01,03,,,,400,400,1,400,400,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,1,03,2,298
48,2020,12,1,24,0,06,,1,1,5,1,,,6,3,12,02,05,,,,400,350,1,400,350,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,1,03,1,78
49,2020,12,4,24,0,12,,2,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,01,,129
50,2020,12,1,35,0,10,,2,1,5,1,,,6,3,19,01,03,,,,400,400,1,400,400,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,02,,400
51,2020,12,4,46,6,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,,,,,,,,,,,,11,,167
52,2020,12,4,13,0,12,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,,,,,,,,,,,,11,,115
53,2020,12,4,24,0,10,,2,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,1,05,,474
54,2020,12,3,35,0,05,,2,6,2,,1,2,2,3,10,07,33,,,,,,,,,,,,,,,,2,,,,,,7,3,1,0,00,2,2,,,,1,,,1,,,1,01,,215
55,2020,12,4,24,0,12,,2,3,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,746
56,2020,12,1,35,4,06,,2,1,5,1,,,2,2,10,03,11,,,,375,375,1,375,375,0,,0,0,0,,26,,7212,3,1,3,4,,,,,,,,,,,,,,,,,1,03,2,1545
57,2020,12,4,10,0,04,,1,2,2,,1,1,2,3,08,08,38,,,,,,,,,,,,,,,,7,,,,,,,,,4,09,2,,,,,,,,,,,1,09,2,132
58,2020,12,1,59,0,02,3,1,2,2,1,,,2,3,19,07,32,,,,400,330,1,400,330,0,,0,0,0,,2,,1600,3,2,4,4,,,,,,,,,,,,,,,,,1,02,,488
59,2020,12,4,24,2,10,,1,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,,1,01,,1190
60,2020,12,4,59,9,09,,1,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,,,,,,,,,,1,01,,324
61,2020,12,4,47,0,11,,2,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,01,,79
62,2020,12,2,35,4,07,,2,1,5,1,,,2,2,12,03,11,2,88,2,375,0,1,375,0,,,,,,,92,,5128,3,1,3,4,,,,,,,,,,,,,,,,,1,03,1,966
63,2020,12,1,35,3,07,,1,1,5,1,,,1,2,16,05,20,,,,400,400,1,400,400,0,,0,0,0,,232,,4798,1,1,2,4,,,,,,,,,,,,,,,,,1,03,3,287
64,2020,12,4,24,0,12,,1,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,01,,465
65,2020,12,4,24,2,07,,2,5,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,1,01,,817
66,2020,12,4,47,0,07,,2,1,4,,1,2,1,3,16,02,08,,,,,,,,,,,,,,,,96,,,,,,,,,4,10,1,,,,,,,,,,,1,06,3,138
67,2020,12,1,35,0,07,,1,1,2,1,,,2,3,07,01,02,,,,400,550,1,400,550,0,,0,150,150,,44,,4808,3,1,2,4,,,,,,,,,,,,,,,,,1,02,,466
68,2020,12,1,46,0,01,1,1,6,1,2,,,2,3,10,07,34,,,,170,170,2,220,180,0,,0,0,0,4,8,,1175,3,1,1,1,,,,,,,,,,,,,,,,,2,06,,60
69,2020,12,4,24,0,10,,2,1,3,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,1,11,,225
70,2020,12,4,35,0,12,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,,,,,,,,,,,,11,,75
71,2020,12,2,11,0,09,,1,1,4,1,,,1,3,17,07,31,1,8,2,375,0,1,375,0,,,,,,,30,,2750,1,1,3,3,,,,,,,,,,,,,,,,,1,04,4,109
72,2020,12,2,35,0,07,,2,1,5,1,,,1,3,16,04,16,0,2,2,100,0,2,100,0,,,,,,5,136,,3200,3,1,2,4,,,,,,,,,,,,,,,,,1,03,3,354
73,2020,12,1,24,2,04,,1,2,1,1,,,2,3,06,08,35,,,,400,400,1,400,400,0,,0,0,0,,127,,4500,1,1,3,3,,,,,,,,,,,,,,,,,1,03,1,1462
74,2020,12,1,35,0,10,,2,3,2,1,,,4,3,12,02,05,,,,250,250,2,250,250,,,,,,5,240,,,,,,,,,,,,,,,,,,,,,,,1,01,,122
75,2020,12,4,24,0,12,,2,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,01,,173
76,2020,12,4,35,0,11,,2,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,11,,94
77,2020,12,4,13,0,12,,2,1,6,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,05,,124
78,2020,12,1,35,0,06,,2,2,2,1,,,2,3,10,07,33,,,,360,410,1,360,410,0,,50,0,50,,16,,1450,3,1,1,4,,,,,,,,,,,,,,,,,1,03,3,182
79,2020,12,4,35,0,11,,2,3,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,467
80,2020,12,4,59,0,10,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,1,08,,306
81,2020,12,1,35,4,10,,1,1,5,1,,,2,3,14,03,11,,,,500,500,1,500,500,0,,0,0,0,,50,,5769,3,1,1,1,,,,,,,,,,,,,,,,,1,02,,812
82,2020,12,1,24,2,10,,2,1,6,1,,,2,3,12,02,05,,,,400,400,1,400,400,0,,0,0,0,,125,,3462,3,1,1,1,,,,,,,,,,,,,,,,,1,02,,821
83,2020,12,4,35,0,04,,2,6,2,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,09,,467
84,2020,12,4,35,4,11,,2,1,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,,,,,,,,,,,,05,,1122
85,2020,12,1,13,0,08,,1,2,5,1,,,2,1,12,02,05,,,,400,400,1,400,400,0,,0,0,0,,105,,8654,3,1,1,1,,,,,,,,,,,,,,,,,1,02,,159
86,2020,12,4,35,0,05,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,2,,1,06,2,220
87,2020,12,1,48,0,03,6,2,1,5,1,,,1,3,16,05,20,,,,270,370,2,270,370,0,,0,100,100,7,75,,4630,1,3,2,4,,,,,,,,,,,,,,,,,1,03,1,148
88,2020,12,1,35,3,09,,1,1,5,1,,,1,3,16,05,20,,,,50,60,2,50,60,0,,0,0,0,5,240,,4000,1,4,2,4,,,,,,,,,,,,,,,,,1,02,,564
89,2020,12,2,59,0,02,4,1,6,4,1,,,2,3,07,07,34,1,4,2,400,0,1,400,0,,,,,,,23,,3000,1,1,3,4,,,,,,,,,,,,,,,,,1,15,,304
90,2020,12,2,59,0,08,,2,1,4,1,,,2,3,17,04,18,1,10,2,300,0,1,300,0,,,,,,,63,,3000,3,1,1,1,,,,,,,,,,,,,,,,,1,03,3,292
91,2020,12,4,24,0,10,,2,2,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,1,11,,198
92,2020,12,4,13,0,10,,1,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,1,11,,66
93,2020,12,3,48,7,10,,2,2,4,,1,1,2,3,04,09,39,,,,,,,,,,,,,,,,185,,,,,,22,2,1,4,12,6,2,,1,,1,,1,1,,,1,11,,489
94,2020,12,1,48,7,08,,2,1,4,1,,,4,3,14,02,06,,,,500,500,1,500,500,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,1,02,,717
