,REF_DATE,NAICS_21,employment_rate,unemployment_rate,Job Vacancies (#),Payroll Employees (#),Job Vacancy Rate (%),All-items,Inflation_Rate_MoM,Market_Tightness,Average Hourly Wage
0,2024-01-01,1.0,95.84,4.16,6773.0,185551.0,3.5,159.3,-0.12539184952977678,0.7311096718480138,23.722323232323234
1,2024-01-01,2.0,87.43,12.57,1339.0,36697.0,3.5,159.3,-0.12539184952977678,0.2418277045331407,34.019411764705886
2,2024-01-01,3.0,61.73,38.27,628.0,17207.0,3.5,159.3,-0.12539184952977678,0.07945344129554656,30.670588235294115
3,2024-01-01,4.0,93.17,6.83,5650.0,208720.0,2.6,159.3,-0.12539184952977678,0.28113648803303976,49.630913327120226
4,2024-01-01,5.0,98.51,1.49,3075.0,134150.0,2.2,159.3,-0.12539184952977678,1.3375380600260982,50.538480300187615
5,2024-01-01,6.0,91.67,8.33,52785.0,1171530.0,4.3,159.3,-0.12539184952977678,0.3940120028663561,36.02046571428571
6,2024-01-01,7.0,95.06,4.94,20998.0,820028.0,2.5,159.3,-0.12539184952977678,0.43606836541856164,34.54453647416413
7,2024-01-01,8.0,96.09,3.91,19032.0,743287.0,2.5,159.3,-0.12539184952977678,0.5508378918121039,32.89582325969154
8,2024-01-01,9.0,96.64,3.36,23360.0,822990.0,2.8,159.3,-0.12539184952977678,0.9626241397782997,36.150066188637624
9,2024-01-01,10.0,95.37,4.63,67005.0,2009425.0,3.2,159.3,-0.12539184952977678,0.6193900849517928,23.385112770259763
10,2024-01-01,11.0,96.48,3.52,29835.0,839810.0,3.4,159.3,-0.12539184952977678,0.7686461419554296,31.994035211267605
11,2024-01-01,12.0,97.92,2.08,23090.0,837775.0,2.7,159.3,-0.12539184952977678,1.0667097847177307,42.99226811866316
12,2024-01-01,13.0,97.6,2.4,8085.0,290385.0,2.7,159.3,-0.12539184952977678,0.8982335296078213,33.522909356725144
13,2024-01-01,14.0,96.54,3.46,45760.0,1222240.0,3.6,159.3,-0.12539184952977678,0.6691036701272116,45.317020429822236
14,2024-01-01,15.0,93.03,6.97,39610.0,955710.0,4.01986376620523,159.3,-0.12539184952977678,0.8020978879371443,26.51063760572544
15,2024-01-01,16.0,98.51,1.49,22275.0,1440025.0,1.5,159.3,-0.12539184952977678,0.9150474469046543,39.60663901215512
16,2024-01-01,17.0,98.56,1.44,144260.0,2346785.0,5.8,159.3,-0.12539184952977678,3.663466910457616,32.61909877860785
17,2024-01-01,18.0,93.42,6.58,20750.0,669680.0,3.0112531358260664,159.3,-0.12539184952977678,0.3636459227843886,31.915354772843287
18,2024-01-01,19.0,92.63,7.37,82045.0,1296970.0,5.9,159.3,-0.12539184952977678,0.9790689626367857,20.021136512083604
19,2024-01-01,20.0,96.84,3.16,31450.0,569835.0,5.2,159.3,-0.12539184952977678,1.2320770978610045,29.328790904048805
20,2024-01-01,21.0,98.59,1.41,15105.0,563965.0,2.6,159.3,-0.12539184952977678,0.8781466193825941,43.19978218780252
21,2024-02-01,1.0,94.87,5.13,7440.0,182886.0,3.9,159.5,0.12554927809165228,0.6586985391766268,24.819951219512195
22,2024-02-01,2.0,90.92,9.08,1579.0,38806.0,3.9,159.5,0.12554927809165228,0.37205466540999055,34.22895705521472
23,2024-02-01,3.0,59.76,40.24,727.0,17863.0,3.9,159.5,0.12554927809165228,0.08399768919699596,29.192105263157895
24,2024-02-01,4.0,95.0,5.0,5670.0,208805.0,2.6,159.5,0.12554927809165228,0.38803722967424037,49.632698268003644
25,2024-02-01,5.0,98.43,1.57,2815.0,134370.0,2.1,159.5,0.12554927809165228,1.139676113360324,51.09912408759124
26,2024-02-01,6.0,92.24,7.76,58510.0,1167280.0,4.8,159.5,0.12554927809165228,0.4630970754679647,36.26932629174993
27,2024-02-01,7.0,96.58,3.42,23244.0,842658.0,2.7,159.5,0.12554927809165228,0.6891399092768834,34.77488248673237
28,2024-02-01,8.0,96.22,3.78,20051.0,726892.0,2.7,159.5,0.12554927809165228,0.622411919913084,33.198271966527194
29,2024-02-01,9.0,97.14,2.86,23435.0,824245.0,2.8,159.5,0.12554927809165228,1.1351416807943813,35.90009523809523
30,2024-02-01,10.0,95.35,4.65,69430.0,2011040.0,3.3,159.5,0.12554927809165228,0.6480245657591398,23.393460817983144
31,2024-02-01,11.0,96.52,3.48,37880.0,839285.0,4.3,159.5,0.12554927809165228,0.9771701276925061,31.895678267045454
32,2024-02-01,12.0,97.91,2.09,25145.0,841795.0,2.9,159.5,0.12554927809165228,1.1470212571845635,42.75638478581979
33,2024-02-01,13.0,98.36,1.64,7770.0,291880.0,2.6,159.5,0.12554927809165228,1.2708537782139353,33.51696480938416
34,2024-02-01,14.0,96.9,3.1,43320.0,1224000.0,3.4,159.5,0.12554927809165228,0.6992171737551449,45.410102616726526
35,2024-02-01,15.0,91.73,8.27,39215.0,952775.0,3.9456482380415103,159.5,0.12554927809165228,0.669757988761934,26.746968911917097
36,2024-02-01,16.0,98.76,1.24,20580.0,1442525.0,1.4,159.5,0.12554927809165228,1.022456279809221,39.47111301696207
37,2024-02-01,17.0,98.06,1.94,129600.0,2348540.0,5.2,159.5,0.12554927809165228,2.4142620293958754,32.675102564102566
38,2024-02-01,18.0,93.11,6.89,18070.0,680265.0,2.5724151617384403,159.5,0.12554927809165228,0.2974926326533972,30.946664997496242
39,2024-02-01,19.0,92.83,7.17,79895.0,1318555.0,5.7,159.5,0.12554927809165228,0.9557389796040433,20.07645697522816
40,2024-02-01,20.0,96.69,3.31,30420.0,574600.0,5.0,159.5,0.12554927809165228,1.1099354179589156,29.425890038105607
41,2024-02-01,21.0,98.76,1.24,14270.0,566085.0,2.5,159.5,0.12554927809165228,0.9385687976848198,43.441776080210076
42,2024-03-01,1.0,94.71,5.29,7048.0,188126.0,3.6,159.9,0.25078369905957576,0.5951194798615216,24.744305555555556
43,2024-03-01,2.0,91.44,8.56,1466.0,39119.0,3.6,159.9,0.25078369905957576,0.3679718875502008,36.388641975308644
44,2024-03-01,3.0,66.0,34.0,577.0,15394.0,3.6,159.9,0.25078369905957576,0.0926163723916533,30.362
45,2024-03-01,4.0,93.88,6.12,5125.0,208645.0,2.4,159.9,0.25078369905957576,0.2800087417363274,51.41836138175377
46,2024-03-01,5.0,99.06,0.94,2395.0,134480.0,1.7,159.9,0.25078369905957576,1.5903054448871181,50.132236363636366
47,2024-03-01,6.0,92.83,7.17,45765.0,1174160.0,3.8,159.9,0.25078369905957576,0.3876254605513912,36.139492455418385
48,2024-03-01,7.0,95.86,4.14,21749.0,821383.0,2.6,159.9,0.25078369905957576,0.534859700464796,34.82692137320044
49,2024-03-01,8.0,94.82,5.18,19646.0,741947.0,2.6,159.9,0.25078369905957576,0.4266695623846237,33.077510121457486
50,2024-03-01,9.0,97.19,2.81,24040.0,822750.0,2.8,159.9,0.25078369905957576,1.191396570522351,35.279477370689655
51,2024-03-01,10.0,94.9,5.1,59705.0,2008185.0,2.9,159.9,0.25078369905957576,0.5069110729992699,23.550303362001564
52,2024-03-01,11.0,95.64,4.36,35795.0,840510.0,4.1,159.9,0.25078369905957576,0.7360077312168442,31.89989194841408
53,2024-03-01,12.0,97.73,2.27,19785.0,846320.0,2.3,159.9,0.25078369905957576,0.8267864605098203,43.11664361121223
54,2024-03-01,13.0,98.61,1.39,7775.0,292880.0,2.6,159.9,0.25078369905957576,1.4686437476388363,33.964304347826086
55,2024-03-01,14.0,96.15,3.85,40815.0,1224665.0,3.2,159.9,0.25078369905957576,0.5322839369318849,45.42467446592065
56,2024-03-01,15.0,91.81,8.19,36440.0,945315.0,3.7002697513527236,159.9,0.25078369905957576,0.6228314560650863,26.111569131832795
57,2024-03-01,16.0,97.92,2.08,23730.0,1452695.0,1.6,159.9,0.25078369905957576,0.6994223060598915,39.70364735226401
58,2024-03-01,17.0,98.19,1.81,122590.0,2353260.0,5.0,159.9,0.25078369905957576,2.4039611726639865,32.5837286374134
59,2024-03-01,18.0,90.96,9.04,19765.0,674915.0,2.8462510093863673,159.9,0.25078369905957576,0.24621306492600528,30.95679625984252
60,2024-03-01,19.0,92.31,7.69,67475.0,1313270.0,4.9,159.9,0.25078369905957576,0.7551847250668726,19.88391702058151
61,2024-03-01,20.0,96.68,3.32,28645.0,573740.0,4.8,159.9,0.25078369905957576,1.0434196626962444,29.338781400320684
62,2024-03-01,21.0,98.54,1.46,12140.0,569535.0,2.1,159.9,0.25078369905957576,0.6803407307778525,43.53780959198282
63,2024-04-01,1.0,95.85,4.15,6445.0,185391.0,3.4,160.2,0.18761726078797558,0.6870269694062466,24.76997858672377
64,2024-04-01,2.0,91.56,8.44,1343.0,38628.0,3.4,160.2,0.18761726078797558,0.33752199044986175,35.34854430379747
65,2024-04-01,3.0,69.93,30.07,612.0,17605.0,3.4,160.2,0.18761726078797558,0.09473684210526316,27.756266666666665
66,2024-04-01,4.0,95.54,4.46,5085.0,209560.0,2.4,160.2,0.18761726078797558,0.38790144175757113,51.0551873935264
67,2024-04-01,5.0,98.08,1.92,2275.0,135875.0,1.6,160.2,0.18761726078797558,0.7563164893617021,50.589682539682535
68,2024-04-01,6.0,93.37,6.63,47130.0,1176000.0,3.9,160.2,0.18761726078797558,0.42866108215776694,36.157232334047116
69,2024-04-01,7.0,96.75,3.25,19712.0,826677.0,2.3,160.2,0.18761726078797558,0.6125924544719995,34.91019321910317
